name,catid,rid,manufacturingDate,rating,quantity,price
data,10,26757,2020-12-04,3,22873,1022
month,11,25759,2023-06-23,5,33213,15714
oil,8,26069,2022-02-16,4,39337,24304
loss,8,29867,2023-09-25,5,16081,6033
environmental,10,8826,2022-05-31,1,40409,24366
technology,15,19681,2020-11-29,5,44264,22352
word,7,20084,2023-08-01,3,11839,1310
wide,14,28755,2020-07-12,0,41962,18196
must,8,332,2022-12-18,2,29488,22051
interest,13,11911,2024-10-25,4,7735,15786
past,1,29965,2021-05-09,4,25653,469
other,2,935,2024-02-25,5,10894,18525
court,4,16450,2020-06-19,2,46540,6525
recognize,4,2990,2024-09-11,0,22307,3633
adult,2,14815,2020-08-20,5,27952,11809
next,16,7476,2023-02-24,5,40124,24288
catch,12,22735,2021-10-25,4,41593,2576
probably,9,16390,2023-05-15,0,34112,14532
ball,16,9735,2024-05-21,1,28979,25521
forward,14,3682,2020-06-07,5,15401,28710
if,13,17927,2021-05-16,4,44653,6515
energy,10,680,2022-06-10,3,42391,5573
firm,2,8294,2020-02-05,2,27010,28196
factor,8,22297,2024-08-18,3,7465,28878
chance,15,28891,2023-11-16,1,24793,27068
thus,12,23019,2024-04-12,1,5949,17964
I,11,24455,2020-05-26,0,19789,555
this,4,29826,2020-04-21,1,17504,8749
statement,15,22247,2020-01-07,0,45747,4157
position,3,24471,2022-01-05,2,14616,24481
quickly,15,3902,2021-11-06,5,18407,28587
push,16,10353,2023-04-05,5,27786,14848
trip,9,4096,2020-06-08,1,47668,20935
customer,6,5688,2020-06-03,1,35341,26755
whom,16,17166,2023-10-31,4,42724,18095
charge,8,6163,2023-05-12,2,9757,23535
allow,10,19642,2023-12-28,1,13386,8346
apply,15,6554,2023-10-04,0,37370,5796
theory,8,10830,2021-03-02,3,42070,346
difficult,10,27254,2022-08-27,3,24805,3538
information,7,28138,2023-11-22,2,21892,22769
community,2,29019,2020-04-24,3,11734,14364
various,3,16186,2022-01-10,4,21910,21773
thousand,8,18621,2024-04-18,3,42149,23074
brother,11,286,2023-12-10,4,16004,25714
plant,10,29611,2022-08-08,0,43959,24582
voice,1,23658,2023-08-26,0,6406,15395
beat,16,520,2021-04-24,0,8830,10305
get,15,4950,2021-01-29,0,13618,24951
region,6,18197,2020-01-13,3,7024,14873
defense,1,16971,2023-07-11,5,45627,29193
have,5,16850,2022-05-15,4,24385,11676
author,14,1956,2021-10-20,5,9745,22837
executive,13,29386,2020-03-04,0,22960,325
sister,14,75,2024-01-29,3,5231,27107
describe,3,13255,2023-11-03,1,30218,29099
practice,11,16133,2021-06-23,1,35289,1004
officer,6,1378,2020-10-31,4,13364,4380
agent,15,29468,2024-07-03,5,45588,12367
remain,16,6304,2020-02-29,4,12157,4899
season,4,26140,2022-07-07,1,27781,21972
raise,11,25152,2021-06-16,2,29047,9976
rate,5,20525,2023-05-02,5,6628,28623
enough,15,22215,2023-11-29,0,23750,18735
whose,9,4582,2022-12-07,4,25443,24367
source,5,8574,2020-01-10,0,42784,8129
care,14,15758,2021-04-19,3,45784,13328
low,8,20670,2023-01-16,5,13883,29246
she,15,16713,2022-08-06,5,21555,21219
save,15,18730,2020-06-30,1,18451,11479
example,4,24345,2021-03-02,4,18579,12784
reach,2,29689,2020-09-23,4,37846,26112
court,6,24301,2023-06-22,4,18606,9318
similar,7,2617,2024-05-30,5,32637,5131
clearly,15,17942,2021-10-22,4,22983,29617
full,5,132,2022-09-04,4,16027,12876
trade,7,10169,2021-04-10,3,19655,4336
cell,12,24369,2024-05-11,1,45068,4405
region,4,22642,2022-01-18,4,23633,28847
ten,8,1656,2023-11-21,2,10363,28812
later,8,9314,2023-04-24,0,47040,6463
believe,15,24763,2022-05-05,1,17421,12275
eight,6,28251,2023-06-04,4,23349,10518
field,2,11802,2020-07-15,5,29745,2948
support,13,8487,2022-08-24,4,49607,4644
worker,1,22018,2023-08-03,2,9794,5268
score,9,5296,2020-12-19,0,37094,21320
lay,1,18878,2021-07-14,2,46387,11443
might,4,7972,2024-03-17,0,37849,21360
age,15,2647,2022-07-15,2,6183,15724
newspaper,12,1395,2021-12-14,4,11882,7837
budget,12,25905,2021-03-08,4,46100,9777
discussion,15,8277,2024-04-13,5,44116,15905
hit,15,24216,2020-11-06,4,47687,29657
kid,13,11462,2021-05-12,4,40746,28748
table,4,5803,2024-10-13,4,24718,11525
pass,8,6423,2024-04-10,0,10077,22742
it,11,15590,2022-04-22,3,7026,26084
stand,15,19308,2022-05-07,1,23438,27928
fact,15,16036,2021-01-25,1,48996,17158
try,7,24625,2023-09-12,3,17313,18460
police,6,514,2023-04-19,4,12858,7288
nor,13,9842,2020-08-31,2,5759,7141
population,7,2234,2023-02-22,3,14402,24798
stage,16,18984,2024-08-05,3,6492,6595
late,8,25728,2020-11-14,5,31965,19931
thank,13,3485,2023-11-12,2,6865,14479
pull,12,11633,2021-06-11,1,24929,18078
popular,15,23137,2021-07-20,2,47343,14139
dog,11,2385,2021-08-26,2,39849,13602
owner,8,2407,2022-12-30,4,49068,27487
protect,14,3268,2023-01-17,3,15148,27864
none,5,16656,2021-11-05,0,41451,26470
community,13,22259,2021-03-10,0,25648,22352
face,15,12362,2023-12-29,5,49002,890
specific,8,25545,2023-02-01,5,34984,21631
himself,2,21091,2021-09-27,0,45085,2146
see,1,8281,2024-07-17,0,36775,10105
effort,8,29661,2020-06-12,2,38522,19079
media,5,5380,2023-07-03,1,33052,16500
water,10,23745,2024-02-06,3,28387,15759
east,5,4383,2023-08-22,4,31641,19562
general,11,25573,2024-05-22,4,33969,4997
per,4,17383,2021-07-10,5,35613,12438
bit,5,11558,2022-09-16,0,37103,13586
prove,1,6051,2021-11-21,2,45032,25096
recently,12,29185,2022-05-24,5,24766,25377
never,1,26121,2020-08-21,0,35868,18764
pay,10,22537,2023-08-12,2,24184,9825
its,12,14990,2024-10-30,3,35259,13331
think,14,1486,2022-09-10,4,6368,7381
less,16,13232,2021-07-05,2,18243,13759
who,13,1425,2023-10-16,2,19517,17442
the,11,15630,2021-07-09,4,12535,29990
rich,6,29003,2021-12-25,2,17857,3595
value,1,15078,2023-06-25,4,34883,2485
situation,5,15192,2022-01-31,3,28280,1840
section,1,4515,2023-08-14,3,28454,7166
position,9,18506,2023-08-30,3,45270,11684
Mr,8,29719,2023-11-21,1,49313,1395
best,15,4100,2020-04-23,2,28626,25869
decade,9,27251,2024-03-26,4,40537,29960
kid,4,3673,2024-09-25,3,44977,11351
rich,6,15816,2021-05-23,4,33881,27910
might,16,24917,2023-11-22,4,42366,983
position,4,24882,2021-04-23,2,14670,7761
community,2,364,2021-06-10,4,12716,27543
different,13,2022,2023-04-24,0,20306,20691
whose,16,5410,2020-02-11,2,31069,28589
wide,10,14902,2024-01-14,3,25158,23656
member,12,11932,2024-02-28,4,34172,14650
commercial,14,182,2021-07-21,4,25318,22424
without,15,2798,2022-09-13,0,22883,14919
coach,9,8801,2020-04-26,1,31546,28842
not,14,3490,2021-06-11,4,26217,26015
society,4,19336,2022-04-15,0,39668,4000
art,3,10754,2022-03-19,3,43214,27921
skill,7,18167,2020-09-25,2,37881,3855
series,12,27740,2023-09-06,2,34925,22156
grow,13,26999,2021-07-24,4,12044,23339
section,10,12050,2023-07-23,3,48960,12837
throughout,16,23623,2021-03-30,4,29221,24237
fly,7,17359,2020-07-24,1,29478,2314
suffer,13,10762,2024-01-20,5,25459,24860
morning,8,9830,2024-04-21,5,15422,2468
play,16,2009,2023-07-24,3,36066,18903
head,4,9081,2021-09-21,2,13449,20875
PM,3,17759,2020-10-07,4,23126,4888
generation,5,4410,2021-01-15,5,38631,29721
dream,15,7192,2024-08-12,1,46973,8714
civil,2,28419,2023-03-01,5,36102,17476
worker,10,26173,2024-06-08,4,25527,25049
establish,9,2024,2020-03-11,5,16722,20316
away,1,9916,2020-03-05,5,24003,16459
approach,8,10209,2020-03-12,4,27796,11726
plant,11,26156,2021-09-03,5,24631,27494
however,7,4975,2023-10-17,0,45525,8812
food,7,6024,2022-04-04,3,26152,10661
safe,1,21562,2022-02-11,2,32744,13601
throughout,2,3039,2024-07-03,5,23156,1047
tough,4,7154,2022-09-19,0,10134,23819
strong,10,3451,2024-01-27,4,42016,5883
sometimes,4,1144,2023-05-13,0,43132,21024
suffer,12,15014,2022-08-29,5,9218,3661
interest,9,22844,2023-12-02,0,26969,8005
common,4,17878,2024-04-26,4,35721,2306
trade,11,7675,2021-03-06,1,19095,15094
close,16,8108,2024-03-12,5,11273,26334
whom,7,250,2021-07-12,1,20164,27533
stay,12,6107,2022-06-26,0,8327,14281
actually,14,7936,2024-02-25,2,32269,4841
whose,6,20136,2021-01-25,4,20756,27350
put,11,24514,2022-08-03,5,12172,150
itself,7,6462,2022-05-24,5,10255,11334
especially,10,3114,2021-10-30,1,28411,2926
former,16,14791,2022-12-20,3,16390,12224
card,11,2178,2020-08-20,5,33691,13543
music,2,23202,2021-09-19,1,39993,19644
another,15,25568,2021-11-20,0,37222,21170
lead,3,5166,2020-04-30,1,41832,17192
set,16,15471,2023-01-18,3,12257,3890
get,6,21257,2024-06-05,2,20839,3438
most,2,22974,2022-09-20,4,11096,12077
buy,4,14913,2022-06-26,2,36489,7137
bag,3,26784,2024-08-15,5,25472,16682
animal,11,10223,2020-02-23,0,6334,24680
rich,10,10156,2020-10-19,4,10741,24956
foreign,1,11428,2022-09-06,4,5461,1115
week,10,24054,2021-06-29,5,20726,4917
wear,10,26758,2022-10-02,0,16213,9955
TV,15,1049,2022-12-31,0,24182,18575
poor,13,17326,2021-05-10,2,25984,21825
month,13,14800,2023-11-23,2,41472,18576
much,15,1858,2022-05-01,2,19672,4335
hair,10,5308,2022-09-24,3,36383,1112
peace,14,10046,2021-07-25,1,37752,12740
food,8,22863,2022-06-21,0,10288,29342
agency,15,6025,2021-10-24,3,41791,10282
seven,3,11150,2020-05-10,3,34318,18814
current,9,19074,2022-05-18,4,17338,4502
film,4,3213,2021-02-03,2,6649,19281
structure,13,8411,2024-05-02,2,20913,5881
two,8,15574,2023-10-19,3,40300,22497
media,8,19020,2020-01-28,5,17554,18564
amount,14,23589,2022-08-10,2,48626,21785
all,1,1781,2022-03-30,1,26438,21336
already,14,29399,2022-11-14,0,17451,14141
church,2,20185,2020-02-12,1,22214,25133
along,16,10342,2023-12-10,1,25425,22604
act,9,23748,2023-07-28,4,43087,20345
nearly,2,7420,2023-02-08,3,14628,23796
me,6,29255,2020-02-06,4,39820,15489
pay,12,2402,2020-06-04,3,12777,1931
car,6,26234,2022-01-08,4,5024,22051
police,1,17859,2021-03-17,5,42840,8119
do,16,27689,2023-03-25,1,23781,14807
carry,1,10944,2023-01-27,2,6468,23858
increase,16,18816,2023-06-03,3,9801,4151
paper,14,20176,2022-03-08,5,24049,27978
art,13,21063,2024-10-24,0,9582,7556
answer,16,27324,2022-04-27,2,12365,4248
strategy,14,355,2021-08-02,2,7886,19186
newspaper,13,14660,2023-10-06,4,38971,26637
throughout,11,3561,2020-08-30,3,24558,17896
lay,8,4940,2022-01-24,0,21340,11343
clear,9,3314,2023-03-25,2,34527,12988
what,7,15770,2021-01-01,0,43464,25984
gas,12,21652,2021-02-19,4,41180,3337
organization,3,22477,2020-06-27,0,11921,11280
wish,16,3564,2021-09-09,4,14857,913
growth,9,22993,2023-11-10,0,23887,9817
watch,13,10149,2024-01-20,5,31304,17063
bring,7,1669,2020-02-18,3,44085,10444
wish,14,2019,2023-11-19,0,21919,22720
some,13,23124,2021-04-11,3,29630,5575
air,15,25070,2020-08-03,5,27824,22744
none,1,7678,2020-08-26,3,42800,26511
probably,4,19270,2022-08-24,0,12521,11731
car,7,14177,2023-11-20,3,27153,24935
dark,10,4949,2022-06-20,0,45962,27082
hour,13,23664,2024-02-09,2,14530,19023
help,16,15398,2023-01-31,2,18597,26030
somebody,1,29899,2024-06-14,5,44189,17158
short,10,6585,2023-03-09,3,31822,2745
would,14,18991,2022-11-04,2,47261,20388
give,2,12890,2020-09-05,4,13453,4317
coach,14,17813,2020-07-10,5,18895,10386
factor,6,27296,2020-10-21,4,27066,21812
model,5,25708,2021-04-19,1,20985,6967
protect,13,15493,2023-09-09,3,49001,28290
receive,11,9927,2020-11-20,0,36351,17362
available,4,26069,2021-06-21,1,5876,4093
him,14,29183,2024-03-09,4,32539,1876
list,3,5820,2021-08-16,2,18708,28280
over,12,29,2021-03-15,1,14138,28492
action,5,16550,2024-05-19,4,8123,25978
together,5,1694,2020-07-18,1,30785,14349
require,16,16325,2024-04-30,0,9579,12296
power,15,22938,2022-07-29,3,21933,27935
reality,5,22272,2020-05-29,0,45343,14194
through,10,24959,2023-06-26,1,8615,901
rest,8,5400,2020-12-24,1,25050,6028
kid,2,18849,2023-11-04,0,25897,28269
yet,2,1251,2022-08-26,0,30808,16417
fly,8,19723,2024-05-08,0,39226,28771
west,5,29694,2021-08-14,5,42143,16551
wall,1,17912,2024-01-21,3,29703,27599
she,4,15919,2024-09-16,2,31840,11046
discuss,11,5237,2022-10-04,1,21088,22732
across,1,11279,2024-07-11,4,33208,13976
thought,2,23754,2022-04-01,0,19388,21709
bill,3,19187,2021-09-23,5,26932,29890
health,6,17889,2021-03-18,1,17815,14980
trouble,14,10425,2021-07-31,5,32193,5920
energy,5,21996,2020-05-07,4,28888,14910
on,6,24968,2023-05-08,5,16731,8322
agency,13,8175,2020-09-15,5,35737,24619
during,16,29065,2021-03-17,5,43560,23707
compare,9,20112,2022-08-19,1,46948,17057
trade,10,12781,2021-08-06,0,26575,20940
break,12,22081,2020-06-04,3,37420,8876
difficult,8,4259,2021-02-14,0,7150,16314
onto,14,13741,2020-11-07,0,18236,25154
site,8,3575,2024-07-14,1,13550,23321
actually,12,20841,2021-07-10,5,41952,10852
debate,1,24307,2021-11-16,4,24235,5942
cut,1,20559,2020-05-09,1,26269,20133
reason,3,25289,2020-10-22,2,17092,11186
some,11,29286,2022-11-07,0,27129,21540
camera,2,1314,2020-11-16,3,43770,13595
get,11,24273,2022-07-28,3,9883,19478
trouble,12,15605,2020-06-28,2,6896,1583
new,15,24282,2023-05-29,5,31713,7158
career,3,7547,2023-12-18,0,42097,2467
service,15,1508,2021-02-12,1,44565,8456
move,16,29349,2020-09-21,5,17380,22614
without,14,13615,2020-11-12,0,38737,27708
accept,9,15281,2022-01-25,3,41994,10016
drive,12,5663,2020-07-08,3,22743,23483
eye,11,15241,2020-12-11,3,34722,26255
push,6,7123,2021-08-18,1,18319,19997
responsibility,4,13088,2023-01-22,0,24589,4958
notice,16,21903,2022-11-13,2,8643,26882
evening,8,15533,2024-02-24,4,14118,27428
many,15,19827,2024-04-20,1,35309,27174
environment,14,21020,2021-05-25,0,14109,7315
skill,9,27411,2020-10-12,2,45706,2029
something,6,23682,2020-11-19,0,19149,254
region,10,25689,2022-07-05,5,32471,21643
his,13,29329,2022-10-23,1,13242,10169
student,8,25062,2023-09-08,3,15575,26275
hour,14,4086,2023-10-06,4,18190,9438
throw,1,24936,2022-05-10,5,8973,28116
between,16,2011,2020-08-03,1,36095,26254
oil,4,18557,2023-10-31,3,38225,28962
short,2,23780,2022-07-27,0,14106,8757
sound,13,2104,2023-08-23,5,33884,18711
leave,11,12444,2021-12-15,0,37921,24795
floor,1,16945,2023-09-24,4,31789,2022
human,8,16450,2023-05-02,0,7268,10857
whole,1,21568,2022-10-10,1,9416,3837
fact,2,15241,2021-01-03,0,33647,11538
fund,8,16189,2023-02-13,0,49605,23110
affect,1,18685,2020-05-24,4,21466,2726
good,1,16737,2021-06-09,0,41319,14248
every,12,7479,2021-01-07,2,30011,22586
beautiful,3,17835,2021-11-01,5,29717,3960
deal,16,11139,2024-03-04,1,24265,22898
pressure,14,25780,2024-06-09,1,5380,19818
response,9,15702,2020-12-31,5,17254,26213
peace,3,9230,2021-03-10,1,25943,9949
month,6,11493,2022-12-14,0,24781,14751
real,15,3444,2022-04-11,4,7265,12265
line,11,3756,2022-12-19,4,31921,24773
bring,10,3225,2023-04-14,4,15543,5317
reason,10,15049,2023-02-25,3,41869,6724
their,8,18513,2022-07-05,3,37438,21604
positive,1,9240,2023-03-04,2,13900,9077
yet,12,20987,2021-01-06,0,35100,20542
than,6,15294,2023-04-16,5,17826,5630
thousand,9,20953,2021-10-01,0,36988,4713
about,1,26354,2023-12-05,0,12783,24748
pull,11,25376,2022-01-15,0,37999,24728
four,14,1628,2021-09-15,0,38298,10030
animal,8,21253,2023-07-27,4,42980,13897
gun,11,10514,2023-10-16,0,16153,23703
write,10,12744,2022-11-04,1,38465,18985
data,8,6508,2020-08-02,0,13038,15635
gas,12,8781,2021-09-29,5,13216,692
according,9,10005,2023-02-16,5,26887,11929
might,4,14140,2022-10-24,1,30462,11079
letter,5,12391,2021-09-20,1,6439,24734
benefit,2,9192,2021-05-05,5,43686,6083
window,10,16760,2024-03-23,1,11744,25078
test,11,26892,2023-02-10,5,24469,3922
dinner,1,14469,2021-07-12,3,31842,29971
local,14,1942,2021-08-28,0,41546,28805
skill,11,8688,2020-07-28,4,25023,3501
three,10,23403,2023-01-24,0,38594,1191
woman,13,25307,2023-08-16,1,13691,4200
foot,4,26077,2023-10-31,3,17023,22796
you,6,18856,2021-12-23,0,18704,3005
least,3,14568,2021-02-28,0,38245,19312
bed,10,20433,2023-02-24,0,10991,10720
left,12,2978,2021-08-20,4,33755,11452
recently,8,24055,2024-08-18,3,6358,7999
start,13,23521,2021-04-11,2,9042,18798
above,13,1276,2021-01-31,1,37504,25980
whose,4,16766,2022-03-18,1,24442,25584
American,14,20370,2022-07-22,3,14103,17035
difficult,4,18607,2023-01-15,2,40700,2229
billion,2,3840,2020-10-19,4,5946,24699
arm,12,2669,2023-09-26,0,19042,15355
war,16,26673,2021-12-12,5,38002,27069
season,5,3490,2022-01-25,4,14584,18435
require,14,2308,2022-08-08,5,13180,17882
late,16,23878,2024-04-01,4,17802,13123
option,10,9039,2020-11-13,1,10180,8447
these,13,18056,2023-11-28,5,38815,6079
catch,11,227,2022-04-29,3,29343,13320
class,9,27707,2020-08-23,2,21216,28652
information,14,5138,2024-08-05,3,10378,20259
front,15,20466,2021-12-02,2,45257,10653
three,7,7666,2021-10-01,5,8766,9597
week,7,802,2021-08-17,0,10757,11505
group,11,27037,2020-01-04,0,34600,12428
along,15,15022,2022-03-18,4,22117,15748
resource,1,3694,2022-05-25,5,27232,25271
local,15,28767,2024-10-14,0,10389,886
popular,12,6685,2024-05-07,3,8625,28734
former,13,10631,2021-01-28,4,21359,11244
couple,2,29599,2020-06-28,2,25824,20174
throughout,6,12149,2020-09-11,2,21823,15099
maintain,9,14363,2020-10-23,2,41689,18653
event,14,24967,2021-07-16,0,47451,29546
inside,1,9558,2022-10-25,1,20103,4891
them,16,3651,2020-06-06,1,42860,2510
strategy,13,28191,2023-04-05,5,14685,15780
church,6,19391,2023-02-11,2,41586,17493
beat,1,3339,2020-10-06,5,7062,22579
police,13,618,2020-09-28,5,16126,25120
where,4,4517,2022-09-05,1,24263,19639
near,2,14648,2024-01-14,2,24737,19148
cell,2,17935,2020-06-03,2,29204,16776
past,11,882,2023-07-09,0,42715,2795
way,4,10025,2020-08-26,4,44904,20949
we,6,11282,2024-07-28,0,12294,5421
sister,11,204,2020-10-22,1,17249,12177
above,10,5221,2022-10-17,5,14482,27928
music,1,9388,2023-05-19,2,5941,1442
treatment,3,27635,2021-08-18,5,15290,4593
source,10,29456,2022-02-21,2,31110,9919
probably,9,3042,2022-03-08,0,12173,15547
international,3,4623,2021-05-20,4,46170,25670
member,2,22914,2023-03-12,0,13505,5573
about,8,12838,2020-03-12,2,10172,6573
under,8,13765,2023-10-27,2,38542,28353
forward,1,16982,2024-02-22,4,41528,10652
day,3,19330,2021-05-23,3,23190,322
six,7,15163,2022-05-18,4,8217,9435
material,15,26990,2023-02-03,5,38172,22751
represent,5,28207,2022-02-12,1,47559,10360
continue,11,9182,2024-04-13,4,24516,27767
member,10,2717,2022-04-14,0,36918,5398
relate,2,20713,2021-01-10,4,11286,28871
read,13,84,2022-07-16,1,21379,2422
son,5,2415,2020-09-13,0,32135,18548
population,12,24767,2022-07-06,3,23570,15450
down,10,13068,2021-07-05,1,48778,27070
garden,13,27335,2022-08-18,0,36608,29898
perform,10,21307,2022-05-26,4,26333,8533
interest,9,16204,2021-01-31,1,47154,15870
lawyer,1,26930,2021-11-13,2,9570,19882
step,1,6737,2022-07-19,2,44236,5929
total,10,12949,2021-06-02,5,37850,21861
Mr,4,28537,2022-03-01,5,17072,15051
center,7,14056,2021-06-25,2,24495,10784
suffer,4,14565,2023-02-06,5,38563,3177
tend,5,4495,2020-01-15,0,48127,14143
ground,11,25938,2022-09-01,0,17230,12812
not,1,14423,2022-12-15,0,48712,25651
edge,7,1035,2021-05-11,5,29491,22794
check,16,10778,2024-06-11,2,46846,9782
first,11,12453,2021-01-20,3,45873,17812
situation,7,16691,2020-09-30,1,49315,27660
chance,3,298,2023-04-26,3,46010,21397
official,3,13591,2020-07-30,1,37584,7836
another,14,24904,2023-05-06,1,30759,20004
field,4,5881,2020-05-02,4,28366,4659
conference,16,7326,2024-06-19,4,46219,15952
news,15,15727,2023-02-25,5,16391,28627
difficult,3,18733,2024-03-16,1,39052,11942
world,12,2115,2020-06-05,5,30824,16564
decide,12,22554,2021-04-27,5,42967,12438
anyone,12,653,2020-10-22,4,9684,12016
mind,16,7610,2023-08-08,1,21917,14879
road,5,17144,2020-05-09,5,13806,5600
her,8,8610,2022-07-26,4,13180,27180
stand,3,15937,2022-02-15,1,46850,13263
information,4,24943,2021-12-22,4,9971,29558
lay,11,13065,2024-10-28,3,31535,19693
expert,11,4591,2023-05-18,2,48389,6780
upon,14,12835,2021-07-25,1,7214,29667
look,4,2107,2022-01-09,0,47815,25116
bill,8,21464,2021-09-17,5,17448,3726
together,2,5136,2024-05-13,4,42972,11581
network,7,6757,2021-12-19,5,21865,103
describe,5,28633,2022-10-04,0,11703,29326
see,4,24850,2024-04-05,5,48462,27220
send,4,20317,2022-01-09,0,29595,19415
artist,1,27112,2021-04-05,2,41720,2347
main,15,13645,2020-06-28,2,10561,13806
sell,1,10026,2021-09-15,5,26717,6992
few,3,15076,2023-12-25,1,22399,18438
kid,14,21029,2024-05-29,2,35263,22249
little,6,6026,2022-11-11,1,49308,14789
positive,8,10810,2021-12-16,3,39769,4765
example,4,19080,2021-05-17,0,33324,26369
guess,10,20855,2024-04-27,2,6620,12899
imagine,16,8862,2022-05-12,1,44290,28545
debate,3,3338,2022-04-10,2,37118,28720
return,4,15014,2020-09-23,0,13533,13690
happy,11,3521,2022-12-08,4,25134,29907
weight,15,2734,2021-02-09,3,30615,20629
common,6,13935,2021-12-06,5,40509,23787
care,10,649,2024-06-17,5,8432,23028
system,16,25987,2021-11-24,0,37994,11779
free,2,5608,2023-09-03,1,20713,7059
billion,1,26412,2021-01-16,5,8371,9760
popular,1,3157,2023-03-14,3,27739,3130
top,11,13080,2021-12-14,1,38802,17563
bag,9,12736,2023-09-28,5,43159,4085
big,11,19381,2022-01-04,2,7676,9238
boy,3,10769,2023-01-19,3,22786,3580
would,2,28805,2021-07-05,1,30409,195
analysis,6,11612,2023-02-26,3,8452,19629
most,12,7042,2020-06-13,2,30701,3633
reflect,8,23089,2023-03-07,5,43173,26854
citizen,2,19835,2023-03-22,0,25884,7375
think,15,10422,2024-01-22,3,22090,1940
push,12,17240,2020-05-20,5,16093,15423
available,11,24611,2022-11-06,5,5537,18027
image,9,4958,2022-12-18,2,48996,299
resource,3,6823,2024-03-31,3,17609,16038
begin,9,14077,2022-04-12,4,22693,16270
past,10,8869,2020-07-24,5,43283,21080
machine,3,16653,2020-07-21,5,21512,7128
maintain,5,245,2022-01-21,5,5872,21500
game,3,5748,2020-06-24,3,10371,5613
rate,13,17851,2023-10-13,3,29135,1997
woman,5,16057,2021-02-28,4,49578,17334
give,13,23019,2020-03-25,0,5887,24008
close,14,15128,2023-09-21,3,49697,29366
